          x(cm)         Temp(K)           dT/dx
       0.000000         463.000       3.958E+03
       0.000010         463.040       3.959E+03
       0.000020         463.079       3.960E+03
       0.000030         463.119       3.961E+03
       0.000040         463.158       3.962E+03
       0.000050         463.198       3.963E+03
       0.000060         463.238       3.964E+03
       0.000070         463.277       3.965E+03
       0.000080         463.317       3.966E+03
       0.000090         463.357       3.967E+03
       0.000100         463.396       3.968E+03
       0.000110         463.436       3.969E+03
       0.000120         463.476       3.970E+03
       0.000130         463.515       3.971E+03
       0.000140         463.555       3.972E+03
       0.000150         463.595       3.973E+03
       0.000160         463.635       3.974E+03
       0.000170         463.674       3.975E+03
       0.000180         463.714       3.976E+03
       0.000190         463.754       3.977E+03
       0.000200         463.794       3.977E+03
       0.000210         463.833       3.978E+03
       0.000220         463.873       3.979E+03
       0.000230         463.913       3.980E+03
       0.000240         463.953       3.981E+03
       0.000250         463.993       3.982E+03
       0.000260         464.032       3.983E+03
       0.000270         464.072       3.984E+03
       0.000280         464.112       3.985E+03
       0.000290         464.152       3.986E+03
       0.000300         464.192       3.987E+03
       0.000310         464.232       3.988E+03
       0.000320         464.272       3.989E+03
       0.000330         464.311       3.990E+03
       0.000340         464.351       3.991E+03
       0.000350         464.391       3.992E+03
       0.000360         464.431       3.993E+03
       0.000370         464.471       3.994E+03
       0.000380         464.511       3.995E+03
       0.000390         464.551       3.996E+03
       0.000400         464.591       3.997E+03
       0.000410         464.631       3.998E+03
       0.000420         464.671       3.999E+03
       0.000430         464.711       4.000E+03
       0.000440         464.751       4.001E+03
       0.000450         464.791       4.002E+03
       0.000460         464.831       4.003E+03
       0.000470         464.871       4.004E+03
       0.000480         464.911       4.005E+03
       0.000490         464.951       4.006E+03
       0.000500         464.991       4.007E+03
       0.000510         465.031       4.008E+03
       0.000520         465.071       4.009E+03
       0.000530         465.112       4.010E+03
       0.000540         465.152       4.011E+03
       0.000550         465.192       4.012E+03
       0.000560         465.232       4.013E+03
       0.000570         465.272       4.014E+03
       0.000580         465.312       4.015E+03
       0.000590         465.352       4.016E+03
       0.000600         465.392       4.017E+03
       0.000610         465.433       4.018E+03
       0.000620         465.473       4.019E+03
       0.000630         465.513       4.020E+03
       0.000640         465.553       4.021E+03
       0.000650         465.593       4.022E+03
       0.000660         465.634       4.023E+03
       0.000670         465.674       4.024E+03
       0.000680         465.714       4.025E+03
       0.000690         465.754       4.026E+03
       0.000700         465.795       4.027E+03
       0.000710         465.835       4.028E+03
       0.000720         465.875       4.029E+03
       0.000730         465.915       4.030E+03
       0.000740         465.956       4.031E+03
       0.000750         465.996       4.032E+03
       0.000760         466.036       4.033E+03
       0.000770         466.077       4.034E+03
       0.000780         466.117       4.035E+03
       0.000790         466.157       4.036E+03
       0.000800         466.198       4.037E+03
       0.000810         466.238       4.038E+03
       0.000820         466.279       4.039E+03
       0.000830         466.319       4.040E+03
       0.000840         466.359       4.041E+03
       0.000850         466.400       4.042E+03
       0.000860         466.440       4.043E+03
       0.000870         466.481       4.044E+03
       0.000880         466.521       4.045E+03
       0.000890         466.561       4.046E+03
       0.000900         466.602       4.047E+03
       0.000910         466.642       4.048E+03
       0.000920         466.683       4.049E+03
       0.000930         466.723       4.050E+03
       0.000940         466.764       4.051E+03
       0.000950         466.804       4.052E+03
       0.000960         466.845       4.053E+03
       0.000970         466.885       4.054E+03
       0.000980         466.926       4.055E+03
       0.000990         466.967       4.056E+03
       0.001000         467.007       4.057E+03
       0.001010         467.048       4.058E+03
       0.001020         467.088       4.059E+03
       0.001030         467.129       4.060E+03
       0.001040         467.169       4.061E+03
       0.001050         467.210       4.062E+03
       0.001060         467.251       4.063E+03
       0.001070         467.291       4.064E+03
       0.001080         467.332       4.065E+03
       0.001090         467.373       4.066E+03
       0.001100         467.413       4.067E+03
       0.001110         467.454       4.068E+03
       0.001120         467.495       4.069E+03
       0.001130         467.535       4.070E+03
       0.001140         467.576       4.071E+03
       0.001150         467.617       4.072E+03
       0.001160         467.657       4.073E+03
       0.001170         467.698       4.074E+03
       0.001180         467.739       4.075E+03
       0.001190         467.780       4.076E+03
       0.001200         467.820       4.077E+03
       0.001210         467.861       4.078E+03
       0.001220         467.902       4.079E+03
       0.001230         467.943       4.080E+03
       0.001240         467.984       4.081E+03
       0.001250         468.024       4.082E+03
       0.001260         468.065       4.083E+03
       0.001270         468.106       4.084E+03
       0.001280         468.147       4.085E+03
       0.001290         468.188       4.086E+03
       0.001300         468.229       4.087E+03
       0.001310         468.270       4.088E+03
       0.001320         468.310       4.089E+03
       0.001330         468.351       4.090E+03
       0.001340         468.392       4.091E+03
       0.001350         468.433       4.092E+03
       0.001360         468.474       4.093E+03
       0.001370         468.515       4.094E+03
       0.001380         468.556       4.095E+03
       0.001390         468.597       4.096E+03
       0.001400         468.638       4.097E+03
       0.001410         468.679       4.098E+03
       0.001420         468.720       4.099E+03
       0.001430         468.761       4.100E+03
       0.001440         468.802       4.101E+03
       0.001450         468.843       4.102E+03
       0.001460         468.884       4.103E+03
       0.001470         468.925       4.104E+03
       0.001480         468.966       4.105E+03
       0.001490         469.007       4.106E+03
       0.001500         469.048       4.107E+03
       0.001510         469.089       4.108E+03
       0.001520         469.130       4.109E+03
       0.001530         469.171       4.110E+03
       0.001540         469.212       4.111E+03
       0.001550         469.254       4.112E+03
       0.001560         469.295       4.113E+03
       0.001570         469.336       4.114E+03
       0.001580         469.377       4.115E+03
       0.001590         469.418       4.116E+03
       0.001600         469.459       4.117E+03
       0.001610         469.501       4.118E+03
       0.001620         469.542       4.119E+03
       0.001630         469.583       4.120E+03
       0.001640         469.624       4.122E+03
       0.001650         469.665       4.123E+03
       0.001660         469.707       4.124E+03
       0.001670         469.748       4.125E+03
       0.001680         469.789       4.126E+03
       0.001690         469.830       4.127E+03
       0.001700         469.872       4.128E+03
       0.001710         469.913       4.129E+03
       0.001720         469.954       4.130E+03
       0.001730         469.995       4.131E+03
       0.001740         470.037       4.132E+03
       0.001750         470.078       4.133E+03
       0.001760         470.119       4.134E+03
       0.001770         470.161       4.135E+03
       0.001780         470.202       4.136E+03
       0.001790         470.244       4.137E+03
       0.001800         470.285       4.138E+03
       0.001810         470.326       4.139E+03
       0.001820         470.368       4.140E+03
       0.001830         470.409       4.141E+03
       0.001840         470.450       4.142E+03
       0.001850         470.492       4.143E+03
       0.001860         470.533       4.144E+03
       0.001870         470.575       4.145E+03
       0.001880         470.616       4.146E+03
       0.001890         470.658       4.147E+03
       0.001900         470.699       4.148E+03
       0.001910         470.741       4.149E+03
       0.001920         470.782       4.150E+03
       0.001930         470.824       4.151E+03
       0.001940         470.865       4.153E+03
       0.001950         470.907       4.154E+03
       0.001960         470.948       4.155E+03
       0.001970         470.990       4.156E+03
       0.001980         471.031       4.157E+03
       0.001990         471.073       4.158E+03
       0.002000         471.115       4.159E+03
       0.002010         471.156       4.160E+03
       0.002020         471.198       4.161E+03
       0.002030         471.239       4.162E+03
       0.002040         471.281       4.163E+03
       0.002050         471.323       4.164E+03
       0.002060         471.364       4.165E+03
       0.002070         471.406       4.166E+03
       0.002080         471.448       4.167E+03
       0.002090         471.489       4.168E+03
       0.002100         471.531       4.169E+03
       0.002110         471.573       4.170E+03
       0.002120         471.614       4.171E+03
       0.002130         471.656       4.172E+03
       0.002140         471.698       4.173E+03
       0.002150         471.740       4.174E+03
       0.002160         471.781       4.175E+03
       0.002170         471.823       4.177E+03
       0.002180         471.865       4.178E+03
       0.002190         471.907       4.179E+03
       0.002200         471.948       4.180E+03
       0.002210         471.990       4.181E+03
       0.002220         472.032       4.182E+03
       0.002230         472.074       4.183E+03
       0.002240         472.116       4.184E+03
       0.002250         472.158       4.185E+03
       0.002260         472.199       4.186E+03
       0.002270         472.241       4.187E+03
       0.002280         472.283       4.188E+03
       0.002290         472.325       4.189E+03
       0.002300         472.367       4.190E+03
       0.002310         472.409       4.191E+03
       0.002320         472.451       4.192E+03
       0.002330         472.493       4.193E+03
       0.002340         472.535       4.194E+03
       0.002350         472.577       4.195E+03
       0.002360         472.619       4.196E+03
       0.002370         472.660       4.198E+03
       0.002380         472.702       4.199E+03
       0.002390         472.744       4.200E+03
       0.002400         472.786       4.201E+03
       0.002410         472.828       4.202E+03
       0.002420         472.870       4.203E+03
       0.002430         472.913       4.204E+03
       0.002440         472.955       4.205E+03
       0.002450         472.997       4.206E+03
       0.002460         473.039       4.207E+03
       0.002470         473.081       4.208E+03
       0.002480         473.123       4.209E+03
       0.002490         473.165       4.210E+03
       0.002500         473.207       4.211E+03
       0.002510         473.249       4.212E+03
       0.002520         473.291       4.213E+03
       0.002530         473.333       4.214E+03
       0.002540         473.376       4.216E+03
       0.002550         473.418       4.217E+03
       0.002560         473.460       4.218E+03
       0.002570         473.502       4.219E+03
       0.002580         473.544       4.220E+03
       0.002590         473.587       4.221E+03
       0.002600         473.629       4.222E+03
       0.002610         473.671       4.223E+03
       0.002620         473.713       4.224E+03
       0.002630         473.755       4.225E+03
       0.002640         473.798       4.226E+03
       0.002650         473.840       4.227E+03
       0.002660         473.882       4.228E+03
       0.002670         473.925       4.229E+03
       0.002680         473.967       4.230E+03
       0.002690         474.009       4.232E+03
       0.002700         474.051       4.233E+03
       0.002710         474.094       4.234E+03
       0.002720         474.136       4.235E+03
       0.002730         474.178       4.236E+03
       0.002740         474.221       4.237E+03
       0.002750         474.263       4.238E+03
       0.002760         474.306       4.239E+03
       0.002770         474.348       4.240E+03
       0.002780         474.390       4.241E+03
       0.002790         474.433       4.242E+03
       0.002800         474.475       4.243E+03
       0.002810         474.518       4.244E+03
       0.002820         474.560       4.245E+03
       0.002830         474.603       4.247E+03
       0.002840         474.645       4.248E+03
       0.002850         474.688       4.249E+03
       0.002860         474.730       4.250E+03
       0.002870         474.773       4.251E+03
       0.002880         474.815       4.252E+03
       0.002890         474.858       4.253E+03
       0.002900         474.900       4.254E+03
       0.002910         474.943       4.255E+03
       0.002920         474.985       4.256E+03
       0.002930         475.028       4.257E+03
       0.002940         475.070       4.258E+03
       0.002950         475.113       4.259E+03
       0.002960         475.156       4.261E+03
       0.002970         475.198       4.262E+03
       0.002980         475.241       4.263E+03
       0.002990         475.283       4.264E+03
       0.003000         475.326       4.265E+03
       0.003010         475.369       4.266E+03
       0.003020         475.411       4.267E+03
       0.003030         475.454       4.268E+03
       0.003040         475.497       4.269E+03
       0.003050         475.539       4.270E+03
       0.003060         475.582       4.271E+03
       0.003070         475.625       4.272E+03
       0.003080         475.668       4.274E+03
       0.003090         475.710       4.275E+03
       0.003100         475.753       4.276E+03
       0.003110         475.796       4.277E+03
       0.003120         475.839       4.278E+03
       0.003130         475.881       4.279E+03
       0.003140         475.924       4.280E+03
       0.003150         475.967       4.281E+03
       0.003160         476.010       4.282E+03
       0.003170         476.053       4.283E+03
       0.003180         476.096       4.284E+03
       0.003190         476.138       4.285E+03
       0.003200         476.181       4.287E+03
       0.003210         476.224       4.288E+03
       0.003220         476.267       4.289E+03
       0.003230         476.310       4.290E+03
       0.003240         476.353       4.291E+03
       0.003250         476.396       4.292E+03
       0.003260         476.439       4.293E+03
       0.003270         476.482       4.294E+03
       0.003280         476.524       4.295E+03
       0.003290         476.567       4.296E+03
       0.003300         476.610       4.297E+03
       0.003310         476.653       4.299E+03
       0.003320         476.696       4.300E+03
       0.003330         476.739       4.301E+03
       0.003340         476.782       4.302E+03
       0.003350         476.825       4.303E+03
       0.003360         476.868       4.304E+03
       0.003370         476.912       4.305E+03
       0.003380         476.955       4.306E+03
       0.003390         476.998       4.307E+03
       0.003400         477.041       4.308E+03
       0.003410         477.084       4.310E+03
       0.003420         477.127       4.311E+03
       0.003430         477.170       4.312E+03
       0.003440         477.213       4.313E+03
       0.003450         477.256       4.314E+03
       0.003460         477.299       4.315E+03
       0.003470         477.343       4.316E+03
       0.003480         477.386       4.317E+03
       0.003490         477.429       4.318E+03
       0.003500         477.472       4.319E+03
       0.003510         477.515       4.321E+03
       0.003520         477.559       4.322E+03
       0.003530         477.602       4.323E+03
       0.003540         477.645       4.324E+03
       0.003550         477.688       4.325E+03
       0.003560         477.731       4.326E+03
       0.003570         477.775       4.327E+03
       0.003580         477.818       4.328E+03
       0.003590         477.861       4.329E+03
       0.003600         477.905       4.330E+03
       0.003610         477.948       4.332E+03
       0.003620         477.991       4.333E+03
       0.003630         478.035       4.334E+03
       0.003640         478.078       4.335E+03
       0.003650         478.121       4.336E+03
       0.003660         478.165       4.337E+03
       0.003670         478.208       4.338E+03
       0.003680         478.251       4.339E+03
       0.003690         478.295       4.340E+03
       0.003700         478.338       4.342E+03
       0.003710         478.382       4.343E+03
       0.003720         478.425       4.344E+03
       0.003730         478.469       4.345E+03
       0.003740         478.512       4.346E+03
       0.003750         478.555       4.347E+03
       0.003760         478.599       4.348E+03
       0.003770         478.642       4.349E+03
       0.003780         478.686       4.350E+03
       0.003790         478.729       4.352E+03
       0.003800         478.773       4.353E+03
       0.003810         478.816       4.354E+03
       0.003820         478.860       4.355E+03
       0.003830         478.904       4.356E+03
       0.003840         478.947       4.357E+03
       0.003850         478.991       4.358E+03
       0.003860         479.034       4.359E+03
       0.003870         479.078       4.361E+03
       0.003880         479.122       4.362E+03
       0.003890         479.165       4.363E+03
       0.003900         479.209       4.364E+03
       0.003910         479.252       4.365E+03
       0.003920         479.296       4.366E+03
       0.003930         479.340       4.367E+03
       0.003940         479.383       4.368E+03
       0.003950         479.427       4.369E+03
       0.003960         479.471       4.371E+03
       0.003970         479.515       4.372E+03
       0.003980         479.558       4.373E+03
       0.003990         479.602       4.374E+03
       0.004000         479.646       4.375E+03
       0.004010         479.689       4.376E+03
       0.004020         479.733       4.377E+03
       0.004030         479.777       4.378E+03
       0.004040         479.821       4.380E+03
       0.004050         479.865       4.381E+03
       0.004060         479.908       4.382E+03
       0.004070         479.952       4.383E+03
       0.004080         479.996       4.384E+03
       0.004090         480.040       4.385E+03
       0.004100         480.084       4.386E+03
       0.004110         480.128       4.387E+03
       0.004120         480.172       4.389E+03
       0.004130         480.215       4.390E+03
       0.004140         480.259       4.391E+03
       0.004150         480.303       4.392E+03
       0.004160         480.347       4.393E+03
       0.004170         480.391       4.394E+03
       0.004180         480.435       4.395E+03
       0.004190         480.479       4.397E+03
       0.004200         480.523       4.398E+03
       0.004210         480.567       4.399E+03
       0.004220         480.611       4.400E+03
       0.004230         480.655       4.401E+03
       0.004240         480.699       4.402E+03
       0.004250         480.743       4.403E+03
       0.004260         480.787       4.404E+03
       0.004270         480.831       4.406E+03
       0.004280         480.875       4.407E+03
       0.004290         480.919       4.408E+03
       0.004300         480.963       4.409E+03
       0.004310         481.007       4.410E+03
       0.004320         481.052       4.411E+03
       0.004330         481.096       4.412E+03
       0.004340         481.140       4.414E+03
       0.004350         481.184       4.415E+03
       0.004360         481.228       4.416E+03
       0.004370         481.272       4.417E+03
       0.004380         481.316       4.418E+03
       0.004390         481.361       4.419E+03
       0.004400         481.405       4.420E+03
       0.004410         481.449       4.422E+03
       0.004420         481.493       4.423E+03
       0.004430         481.537       4.424E+03
       0.004440         481.582       4.425E+03
       0.004450         481.626       4.426E+03
       0.004460         481.670       4.427E+03
       0.004470         481.715       4.428E+03
       0.004480         481.759       4.430E+03
       0.004490         481.803       4.431E+03
       0.004500         481.847       4.432E+03
       0.004510         481.892       4.433E+03
       0.004520         481.936       4.434E+03
       0.004530         481.980       4.435E+03
       0.004540         482.025       4.436E+03
       0.004550         482.069       4.438E+03
       0.004560         482.114       4.439E+03
       0.004570         482.158       4.440E+03
       0.004580         482.202       4.441E+03
       0.004590         482.247       4.442E+03
       0.004600         482.291       4.443E+03
       0.004610         482.336       4.444E+03
       0.004620         482.380       4.446E+03
       0.004630         482.425       4.447E+03
       0.004640         482.469       4.448E+03
       0.004650         482.513       4.449E+03
       0.004660         482.558       4.450E+03
       0.004670         482.602       4.451E+03
       0.004680         482.647       4.453E+03
       0.004690         482.692       4.454E+03
       0.004700         482.736       4.455E+03
       0.004710         482.781       4.456E+03
       0.004720         482.825       4.457E+03
       0.004730         482.870       4.458E+03
       0.004740         482.914       4.459E+03
       0.004750         482.959       4.461E+03
       0.004760         483.004       4.462E+03
       0.004770         483.048       4.463E+03
       0.004780         483.093       4.464E+03
       0.004790         483.137       4.465E+03
       0.004800         483.182       4.466E+03
       0.004810         483.227       4.468E+03
       0.004820         483.272       4.469E+03
       0.004830         483.316       4.470E+03
       0.004840         483.361       4.471E+03
       0.004850         483.406       4.472E+03
       0.004860         483.450       4.473E+03
       0.004870         483.495       4.475E+03
       0.004880         483.540       4.476E+03
       0.004890         483.585       4.477E+03
       0.004900         483.629       4.478E+03
       0.004910         483.674       4.479E+03
       0.004920         483.719       4.480E+03
       0.004930         483.764       4.482E+03
       0.004940         483.809       4.483E+03
       0.004950         483.853       4.484E+03
       0.004960         483.898       4.485E+03
       0.004970         483.943       4.486E+03
       0.004980         483.988       4.487E+03
       0.004990         484.033       4.489E+03
       0.005000         484.078       4.490E+03
       0.005010         484.123       4.491E+03
       0.005020         484.168       4.492E+03
       0.005030         484.213       4.493E+03
       0.005040         484.257       4.494E+03
       0.005050         484.302       4.496E+03
       0.005060         484.347       4.497E+03
       0.005070         484.392       4.498E+03
       0.005080         484.437       4.499E+03
       0.005090         484.482       4.500E+03
       0.005100         484.527       4.501E+03
       0.005110         484.572       4.503E+03
       0.005120         484.617       4.504E+03
       0.005130         484.662       4.505E+03
       0.005140         484.707       4.506E+03
       0.005150         484.753       4.507E+03
       0.005160         484.798       4.508E+03
       0.005170         484.843       4.510E+03
       0.005180         484.888       4.511E+03
       0.005190         484.933       4.512E+03
       0.005200         484.978       4.513E+03
       0.005210         485.023       4.514E+03
       0.005220         485.068       4.516E+03
       0.005230         485.114       4.517E+03
       0.005240         485.159       4.518E+03
       0.005250         485.204       4.519E+03
       0.005260         485.249       4.520E+03
       0.005270         485.294       4.521E+03
       0.005280         485.339       4.523E+03
       0.005290         485.385       4.524E+03
       0.005300         485.430       4.525E+03
       0.005310         485.475       4.526E+03
       0.005320         485.520       4.527E+03
       0.005330         485.566       4.529E+03
       0.005340         485.611       4.530E+03
       0.005350         485.656       4.531E+03
       0.005360         485.702       4.532E+03
       0.005370         485.747       4.533E+03
       0.005380         485.792       4.534E+03
       0.005390         485.838       4.536E+03
       0.005400         485.883       4.537E+03
       0.005410         485.928       4.538E+03
       0.005420         485.974       4.539E+03
       0.005430         486.019       4.540E+03
       0.005440         486.065       4.542E+03
       0.005450         486.110       4.543E+03
       0.005460         486.155       4.544E+03
       0.005470         486.201       4.545E+03
       0.005480         486.246       4.546E+03
       0.005490         486.292       4.548E+03
       0.005500         486.337       4.549E+03
       0.005510         486.383       4.550E+03
       0.005520         486.428       4.551E+03
       0.005530         486.474       4.552E+03
       0.005540         486.519       4.554E+03
       0.005550         486.565       4.555E+03
       0.005560         486.610       4.556E+03
       0.005570         486.656       4.557E+03
       0.005580         486.702       4.558E+03
       0.005590         486.747       4.559E+03
       0.005600         486.793       4.561E+03
       0.005610         486.838       4.562E+03
       0.005620         486.884       4.563E+03
       0.005630         486.930       4.564E+03
       0.005640         486.975       4.565E+03
       0.005650         487.021       4.567E+03
       0.005660         487.067       4.568E+03
       0.005670         487.112       4.569E+03
       0.005680         487.158       4.570E+03
       0.005690         487.204       4.571E+03
       0.005700         487.250       4.573E+03
       0.005710         487.295       4.574E+03
       0.005720         487.341       4.575E+03
       0.005730         487.387       4.576E+03
       0.005740         487.433       4.578E+03
       0.005750         487.478       4.579E+03
       0.005760         487.524       4.580E+03
       0.005770         487.570       4.581E+03
       0.005780         487.616       4.582E+03
       0.005790         487.662       4.584E+03
       0.005800         487.707       4.585E+03
       0.005810         487.753       4.586E+03
       0.005820         487.799       4.587E+03
       0.005830         487.845       4.588E+03
       0.005840         487.891       4.590E+03
       0.005850         487.937       4.591E+03
       0.005860         487.983       4.592E+03
       0.005870         488.029       4.593E+03
       0.005880         488.075       4.594E+03
       0.005890         488.120       4.596E+03
       0.005900         488.166       4.597E+03
       0.005910         488.212       4.598E+03
       0.005920         488.258       4.599E+03
       0.005930         488.304       4.600E+03
       0.005940         488.350       4.602E+03
       0.005950         488.396       4.603E+03
       0.005960         488.442       4.604E+03
       0.005970         488.489       4.605E+03
       0.005980         488.535       4.607E+03
       0.005990         488.581       4.608E+03
       0.006000         488.627       4.609E+03
       0.006010         488.673       4.610E+03
       0.006020         488.719       4.611E+03
       0.006030         488.765       4.613E+03
       0.006040         488.811       4.614E+03
       0.006050         488.857       4.615E+03
       0.006060         488.904       4.616E+03
       0.006070         488.950       4.617E+03
       0.006080         488.996       4.619E+03
       0.006090         489.042       4.620E+03
       0.006100         489.088       4.621E+03
       0.006110         489.134       4.622E+03
       0.006120         489.181       4.624E+03
       0.006130         489.227       4.625E+03
       0.006140         489.273       4.626E+03
       0.006150         489.319       4.627E+03
       0.006160         489.366       4.628E+03
       0.006170         489.412       4.630E+03
       0.006180         489.458       4.631E+03
       0.006190         489.505       4.632E+03
       0.006200         489.551       4.633E+03
       0.006210         489.597       4.635E+03
       0.006220         489.644       4.636E+03
       0.006230         489.690       4.637E+03
       0.006240         489.736       4.638E+03
       0.006250         489.783       4.640E+03
       0.006260         489.829       4.641E+03
       0.006270         489.876       4.642E+03
       0.006280         489.922       4.643E+03
       0.006290         489.968       4.644E+03
       0.006300         490.015       4.646E+03
       0.006310         490.061       4.647E+03
       0.006320         490.108       4.648E+03
       0.006330         490.154       4.649E+03
       0.006340         490.201       4.651E+03
       0.006350         490.247       4.652E+03
       0.006360         490.294       4.653E+03
       0.006370         490.340       4.654E+03
       0.006380         490.387       4.656E+03
       0.006390         490.434       4.657E+03
       0.006400         490.480       4.658E+03
       0.006410         490.527       4.659E+03
       0.006420         490.573       4.660E+03
       0.006430         490.620       4.662E+03
       0.006440         490.667       4.663E+03
       0.006450         490.713       4.664E+03
       0.006460         490.760       4.665E+03
       0.006470         490.807       4.667E+03
       0.006480         490.853       4.668E+03
       0.006490         490.900       4.669E+03
       0.006500         490.947       4.670E+03
       0.006510         490.993       4.672E+03
       0.006520         491.040       4.673E+03
       0.006530         491.087       4.674E+03
       0.006540         491.133       4.675E+03
       0.006550         491.180       4.677E+03
       0.006560         491.227       4.678E+03
       0.006570         491.274       4.679E+03
       0.006580         491.321       4.680E+03
       0.006590         491.367       4.682E+03
       0.006600         491.414       4.683E+03
       0.006610         491.461       4.684E+03
       0.006620         491.508       4.685E+03
       0.006630         491.555       4.687E+03
       0.006640         491.602       4.688E+03
